,Participant,Block,Condition,Trial,RT,Correct,Orientation,Agegr,Sacstart,Sacend,Sacduration,Xstart,Ystart,Xend,Yend,Amplitude,Velocity
341,1,18,AdV,37,1.44,1,2,Young,700,722,23,903.3,230.7,952.3,227.2,0.92,114
342,1,18,AdV,38,0.906,1,1,Young,229,302,74,424.6,-26.2,869,168.6,9.59,386
343,1,18,AdV,39,0.81,1,1,Young,541,592,52,861.8,155.4,910.9,185.5,1.2,139
344,1,18,AdV,40,2.884,1,2,Young,957,973,17,940,174.1,974.8,140.3,1.09,126
345,1,18,AdV,41,1.994,1,2,Young,156,215,60,873.2,504.6,913.1,286.5,5.56,404
346,1,18,AdV,42,0.837,1,2,Young,519,558,40,914.5,259.4,907.1,235.4,0.63,108
347,1,18,AdV,43,0.887,1,1,Young,189,243,55,977.8,431.6,853.6,240.2,5.39,380
348,1,18,AdV,44,3.751,0,4,Young,943,953,11,844.8,224.6,817.5,228.6,0.52,58
349,1,18,AdV,45,4.457,1,4,Young,165,213,49,731.1,300.2,869.8,250.5,2.88,289
350,1,18,AdV,46,0.854,1,3,Young,626,634,9,893,252.3,894.9,234.4,0.46,58
351,1,18,AdV,47,1.039,1,4,Young,85,105,21,832,219.7,773.7,230.4,1.12,93
352,1,18,AdV,48,0.789,0,3,Young,366,384,19,783.4,226.7,733.5,203.6,1.1,101
353,1,19,V,33,6.242,1,0,Young,61,116,56,817.6,215.6,998.7,390.5,5.59,363
354,1,19,V,34,0.648,1,0,Young,267,325,59,1017.8,403,787,252,5.76,422
355,1,19,V,35,0.931,1,0,Young,374,384,11,836.7,217.4,825.2,239.7,0.61,73
356,1,19,V,36,3.019,1,0,Young,11,54,44,275,1201.3,256.8,1292.2,1.82,178
357,1,19,V,37,0.595,1,0,Young,212,301,90,266.4,1317.1,770.2,358,22.73,779
358,1,19,V,38,0.632,1,0,Young,360,426,67,778.6,389.4,789.7,214.5,4.47,440
359,1,19,V,39,0.829,1,0,Young,562,596,35,790.1,219.1,764.1,249.7,0.92,113
360,1,19,V,40,1.564,1,0,Young,971,1003,33,750.1,257.4,697.2,260,0.98,120
361,1,19,V,41,1.001,1,0,Young,153,203,51,760.5,266.6,937.7,277.1,3.31,214
362,1,19,V,42,1.824,1,0,Young,398,428,31,961.4,268.3,992.4,257.3,0.64,131
363,1,19,V,43,0.738,1,0,Young,228,250,23,810.4,262.9,722.2,210,2.13,200
364,1,19,V,44,0.763,1,0,Young,253,286,34,840.6,223.2,829.8,249.1,0.7,147
365,1,19,V,45,3.592,1,0,Young,834,852,19,865.6,276.1,911.2,248.9,1.1,122
366,1,19,V,46,0.63,1,0,Young,270,294,25,790.1,254.9,880.1,250.2,1.68,170
367,1,19,V,47,1.372,0,0,Young,103,145,43,816.5,219.4,860.9,239.1,0.97,97
368,1,19,V,48,0.747,0,0,Young,253,267,15,871.8,251,870.8,249.1,0.05,59
369,1,20,dAV,33,1.81,1,0,Young,468,490,23,884.4,251.6,845.2,215.6,1.18,155
370,1,20,dAV,34,7.357,0,0,Young,137,184,48,782.5,223.8,917.1,267.5,2.75,260
371,1,20,dAV,35,2.608,0,0,Young,479,502,24,944.8,263.4,968.5,216.1,1.29,154
372,1,20,dAV,36,2.314,1,0,Young,169,206,38,774.5,272.3,856.2,218.3,2.06,199
373,1,20,dAV,37,2.32,0,0,Young,692,704,13,876.4,208,906.4,236.9,0.93,89
374,1,20,dAV,38,0.747,0,0,Young,-52,103,156,896.3,146.3,826.8,198.3,1.87,521
375,1,20,dAV,39,1.057,0,0,Young,264,298,35,832.9,205.8,847.2,245.5,1.06,202
376,1,20,dAV,40,9.677,0,0,Young,681,708,28,854.2,240.1,854.1,310.7,1.81,121
377,1,20,dAV,41,0.72,1,0,Young,228,251,24,837.7,246.7,915.3,260.5,1.49,121
378,1,20,dAV,42,0.732,1,0,Young,2,171,170,832.6,237.2,804.5,270.1,0.99,513
379,1,20,dAV,43,0.785,1,0,Young,340,368,29,815.9,269.8,867.7,235.1,1.31,154
380,1,20,dAV,44,0.55,1,0,Young,33,112,80,219.9,1454.6,792.1,444,23.44,790
381,1,20,dAV,45,0.972,0,0,Young,232,279,48,810.8,417.4,877.7,304.2,3.13,306
382,1,20,dAV,46,0.669,1,0,Young,186,220,35,821.7,245.3,883,234.3,1.18,172
383,1,20,dAV,47,1.497,1,0,Young,810,825,16,878,237.5,917.1,222.9,0.82,74
384,1,20,dAV,48,1.411,1,0,Young,157,205,49,792.9,288.5,952.3,303.3,2.99,235
385,1,21,AV,33,0.676,1,0,Young,792,798,7,977,289.9,959.8,286,0.34,53
386,1,21,AV,34,0.813,1,0,Young,352,374,23,871.3,285.4,924.2,272.1,1.04,98
387,1,21,AV,35,0.772,1,0,Young,741,756,16,915.1,276.5,900.9,244.5,0.86,75
388,1,21,AV,36,1.008,1,0,Young,944,962,19,905.5,257.4,924.4,246.5,0.45,76
389,1,21,AV,37,1.585,1,0,Young,88,121,34,859.2,319.9,941.9,356.8,1.8,112
390,1,21,AV,38,2.966,1,0,Young,260,295,36,943,346.6,945.9,299.4,1.21,194
391,1,21,AV,39,0.563,1,0,Young,590,602,13,950.6,281.2,914.9,271.5,0.71,68
392,1,21,AV,40,0.669,1,0,Young,221,234,14,858.4,249.6,833.5,276.4,0.83,72
393,1,21,AV,41,0.801,1,0,Young,846,861,16,886.7,268.3,925.1,262.8,0.73,71
394,1,21,AV,42,0.884,1,0,Young,-83,19,103,1044,862.8,351.4,1457.5,16.62,376
395,1,21,AV,43,1.371,1,0,Young,236,331,96,332.8,1479,900.4,424.8,24.21,864
396,1,21,AV,44,1.145,1,0,Young,400,459,60,909.4,451.4,918.8,281.2,4.32,456
397,1,21,AV,45,0.656,1,0,Young,218,242,25,842.2,268.3,883.5,307.4,1.26,146
398,1,21,AV,46,8.493,0,0,Young,561,584,24,895.1,309.3,897.3,372.6,1.61,118
399,1,21,AV,47,0.814,1,0,Young,843,865,23,904.5,360.2,902.8,293.7,1.7,168
400,1,21,AV,48,0.909,1,0,Young,139,188,50,853.7,265.8,963.1,318.7,2.45,266
401,1,22,dV,33,1.016,1,2,Young,276,311,36,982.6,334.3,968.2,298.8,0.95,186
402,1,22,dV,34,3.119,1,1,Young,564,592,29,972.5,280.2,1003.1,253.3,0.9,141
403,1,22,dV,35,1.009,1,2,Young,832,862,31,1004.2,252.3,973.7,258,0.59,107
404,1,22,dV,36,0.567,1,4,Young,151,195,45,786.5,292.5,933.8,258.5,2.88,283
405,1,22,dV,37,4.275,0,4,Young,641,646,6,927.5,255.8,913.2,256,0.27,52
406,1,22,dV,38,0.878,1,3,Young,6,189,184,853.4,237.8,819.1,239.6,0.64,710
407,1,22,dV,39,2.813,1,2,Young,334,370,37,830.4,256,854.9,270.5,0.59,190
408,1,22,dV,40,1.999,1,4,Young,638,642,5,869.6,310.6,870,298.7,0.3,40
409,1,22,dV,41,2.103,0,3,Young,456,486,31,851.6,291.6,854.7,244.5,1.21,192
410,1,22,dV,42,1.161,1,1,Young,42,229,188,923.7,462.1,830,321.4,3.96,375
411,1,22,dV,43,0.876,1,2,Young,345,388,44,844.4,334.1,833.4,279.4,1.41,230
412,1,22,dV,44,3.623,1,1,Young,926,941,16,832.3,268.7,787.3,269.1,0.84,70
413,1,22,dV,45,3.078,0,2,Young,284,309,26,830.5,280.8,896.4,214.1,2.11,180
414,1,22,dV,46,0.861,1,1,Young,570,587,18,874.9,215.4,848.7,211.4,0.5,64
415,1,22,dV,47,3.521,1,2,Young,-20,218,239,798.1,198.8,876.5,287.3,2.7,689
416,1,22,dV,48,0.936,1,2,Young,389,426,38,884.5,276.2,881.2,242.9,0.86,143
417,1,23,dAdV,33,2.152,0,4,Young,729,734,6,869.2,233.8,854.8,226.9,0.32,50
418,1,23,dAdV,34,0.875,1,2,Young,0,177,178,832.8,286.5,867.4,294.4,0.68,663
419,1,23,dAdV,35,0.797,1,1,Young,293,339,47,878.4,287.4,894,362.7,1.94,232
420,1,23,dAdV,36,0.85,0,1,Young,610,660,51,905.9,372.7,948.6,490.9,3.08,276
421,1,23,dAdV,37,2.364,0,2,Young,682,739,58,960.2,518.3,957.7,667.3,3.64,356
422,1,23,dAdV,38,0.687,1,4,Young,780,845,66,963.7,666.9,921.7,341.6,8.09,570
423,1,23,dAdV,39,0.705,1,2,Young,377,530,154,825.2,300.8,824.9,332.8,0.82,696
424,1,23,dAdV,40,2.667,1,3,Young,845,1036,192,827.7,330.4,853.6,733.9,9.93,344
425,1,23,dAdV,41,0.829,1,2,Young,171,232,62,999.7,439.2,810.5,284.4,5.26,373
426,1,23,dAdV,42,0.613,1,2,Young,567,668,102,818.6,268.6,861.3,629.4,9.03,190
427,1,23,dAdV,43,2.979,0,2,Young,807,880,74,853.7,622.8,816,279.1,8.61,466
428,1,23,dAdV,44,0.659,1,1,Young,191,247,57,832.2,288.3,973.3,434.7,4.55,375
429,1,23,dAdV,45,2.865,0,4,Young,409,464,56,985.4,446.2,880.4,298.9,4.21,358
430,1,23,dAdV,46,0.812,1,2,Young,681,822,142,879.1,302.1,972.7,935.1,15.2,321
431,1,23,dAdV,47,0.709,1,4,Young,947,1027,81,964.4,884,881.4,256.9,15.2,724
432,1,23,dAdV,48,1.463,0,3,Young,431,510,80,841.5,265.2,872.2,651.2,9.62,322
433,1,24,dA,33,3.782,1,0,Young,628,705,78,872.2,667,822.2,247.5,10.48,589
434,1,24,dA,34,0.954,1,0,Young,61,126,66,827.9,695.9,827,364.9,8.15,386
435,1,24,dA,35,5.457,1,0,Young,287,347,61,836.5,361.1,881.7,229.8,3.46,330
436,1,24,dA,36,5.564,0,0,Young,868,886,19,897.7,245.3,850.3,262.5,0.99,90
437,1,24,dA,37,7.455,0,0,Young,218,261,44,879,329.4,974.8,324.8,1.78,184
438,1,24,dA,38,0.751,0,0,Young,708,727,20,998.7,292.6,957.4,292,0.77,80
439,1,24,dA,39,3.947,1,0,Young,40,62,23,910.7,263.4,840.7,268.1,1.31,107
440,1,24,dA,40,8.801,1,0,Young,416,484,69,844,301,961.3,554.4,6.72,316
441,1,24,dA,41,10.907,0,0,Young,618,686,69,961.7,553.2,933,254.1,7.55,564
442,1,24,dA,42,0.753,1,0,Young,99,148,50,896.6,507.6,1027,453.7,2.75,247
443,1,24,dA,43,4.281,0,0,Young,239,293,55,1051,440.7,886.4,290.7,4.88,397
444,1,24,dA,44,0.817,1,0,Young,590,631,42,881,289.3,908.3,516.1,5.74,210
445,1,24,dA,45,0.683,0,0,Young,713,763,51,901.3,573.2,891.1,707.5,3.26,250
446,1,24,dA,46,0.783,1,0,Young,864,940,77,890.4,733.6,891.6,263.4,11.58,593
447,1,24,dA,47,0.695,1,0,Young,78,156,79,806.2,241.3,765,663.5,10.52,301
448,1,24,dA,48,2.509,0,0,Young,292,363,72,773.2,652.9,911.9,226.7,10.9,574
449,1,25,AdV,49,1.356,1,3,Young,656,706,51,909.3,235,883.7,358.3,3.19,236
450,1,25,AdV,50,2.154,0,1,Young,889,944,56,883.9,385,880.2,233.7,3.86,410
451,1,25,AdV,51,0.837,0,2,Young,46,104,59,818.1,246.9,907.8,407.4,4.42,226
452,1,25,AdV,52,0.972,1,4,Young,270,314,45,907.2,421.8,906.7,334.1,2.22,294
453,1,25,AdV,53,3.565,0,2,Young,55,111,57,818.8,218.2,879.1,349.3,3.54,205
454,1,25,AdV,54,0.948,1,1,Young,272,306,35,886.8,376,860.1,317,1.58,226
455,1,25,AdV,55,2.467,1,1,Young,990,1012,23,882.2,301.3,890.8,270,0.82,92
456,1,25,AdV,56,7.134,0,1,Young,-88,3,92,871.1,384.2,360.9,1291.6,21.85,420
457,1,25,AdV,57,1.107,1,2,Young,153,191,39,353.7,1331.5,324.2,1384.9,1.12,159
458,1,25,AdV,58,0.774,1,3,Young,342,462,121,307.5,1405.7,940.4,227.3,27.7,800
459,1,25,AdV,59,1.017,1,1,Young,913,966,54,918,235.6,879.6,349.6,3,134
460,1,25,AdV,60,0.602,1,1,Young,194,251,58,807.9,225.6,927,337.6,3.62,293
461,1,25,AdV,61,4.145,1,3,Young,361,503,143,930.7,339,900.6,257.3,2.17,344
462,1,25,AdV,62,0.676,0,4,Young,726,952,227,917.4,253.6,990.1,273.4,1.45,395
463,1,25,AdV,63,1.4,1,3,Young,978,982,5,994.7,278.2,998.4,271.7,0.18,58
464,1,25,AdV,64,0.891,1,2,Young,181,214,34,820,460.7,927.8,292.9,4.69,308
465,1,26,dAV,49,1.242,1,0,Young,815,890,76,931,267.8,945.9,464.3,4.99,271
466,1,26,dAV,50,0.93,1,0,Young,320,381,62,830.2,223.1,885.9,426.5,5.28,235
467,1,26,dAV,51,0.586,1,0,Young,559,624,66,895.2,429.7,817.8,195.7,6.13,398
468,1,26,dAV,52,1.206,0,0,Young,120,169,50,829.6,181.9,873.8,319.3,3.62,236
469,1,26,dAV,53,1.109,1,0,Young,345,389,45,893.3,336.9,863.8,248.2,2.34,286
470,1,26,dAV,54,0.961,1,0,Young,636,865,230,883.2,241.6,937.1,283.4,1.47,318
471,1,26,dAV,55,1.624,1,0,Young,38,58,21,1113.7,428,1178.7,479.5,1.76,143
472,1,26,dAV,56,3.246,0,0,Young,219,286,68,1169.7,476.1,899.2,253.6,7.53,425
473,1,26,dAV,57,0.849,1,0,Young,578,663,86,900.2,262.3,877,509.2,6.25,185
474,1,26,dAV,58,0.936,0,0,Young,752,811,60,888.1,509,865.2,266.3,6.14,411
475,1,26,dAV,59,0.748,1,0,Young,327,345,19,840.7,304.9,894.4,306.6,1,103
476,1,26,dAV,60,0.684,1,0,Young,-32,19,52,708.3,499.3,632.8,643.8,3.79,241
477,1,26,dAV,61,0.72,1,0,Young,260,333,74,640.1,683.5,800,292.7,10.08,480
478,1,26,dAV,62,0.976,1,0,Young,860,983,124,812.1,296,829.9,737.4,10.85,183
479,1,26,dAV,63,0.719,1,0,Young,16,169,154,816.3,509.8,757.4,469.7,1.47,280
480,1,26,dAV,64,0.605,1,0,Young,352,399,48,769.6,482.7,878.7,309.2,4.82,348
481,1,27,A,49,2.087,0,0,Young,827,882,56,894.4,293.4,822.3,486.9,5.06,257
482,1,27,A,50,1.322,0,0,Young,307,370,64,876.1,257.6,910.9,618.8,9.04,355
483,1,27,A,51,1.978,1,0,Young,517,586,70,916.9,645.8,905.2,241.2,10.09,552
484,1,27,A,52,0.894,1,0,Young,176,273,98,250.3,1436.2,912,413,24.47,762
485,1,27,A,53,3.056,1,0,Young,378,432,55,920.5,414,882,326.8,2.33,234
486,1,27,A,54,0.848,1,0,Young,10,62,53,869.6,532.9,859.6,409.4,3.09,238
487,1,27,A,55,7.502,0,0,Young,305,328,24,864.1,375.6,864,256.2,3.05,289
488,1,27,A,56,0.78,1,0,Young,919,981,63,875.6,289.3,871.4,500.1,5.32,248
489,1,27,A,57,1.682,1,0,Young,81,105,25,905.5,233,795.2,202.4,2.2,159
490,1,27,A,58,3.107,0,0,Young,339,363,25,807.7,222.9,922.3,228.9,2.15,189
491,1,27,A,59,2.18,1,0,Young,604,637,34,925.9,235.3,885.1,335.9,2.69,221
492,1,27,A,60,0.645,0,0,Young,974,1026,53,878.8,326.3,878,241.2,2.18,183
493,1,27,A,61,2.179,0,0,Young,397,452,56,830.7,284.9,841.8,433.5,3.77,212
494,1,27,A,62,0.592,1,0,Young,619,668,50,847.4,458,849.1,352.2,2.67,310
495,1,27,A,63,2.143,0,0,Young,72,178,107,872.6,255.8,374.4,1388.7,26.07,479
496,1,27,A,64,0.886,1,0,Young,389,481,93,386,1378.1,928.1,260,26.1,953
497,1,28,dV,49,1.884,1,4,Young,194,241,48,1052.8,385.5,876.8,255.3,4.66,356
498,1,28,dV,50,0.652,1,4,Young,191,244,54,1079,416.6,897.4,256.4,5.29,344
499,1,28,dV,51,1.328,1,2,Young,608,624,17,836,326.8,789.5,338,0.91,84
500,1,28,dV,52,0.86,1,3,Young,856,876,21,806.2,343.3,822.1,391.9,1.27,106
501,1,28,dV,53,0.856,1,4,Young,76,154,79,266.9,1440.1,886.6,356.4,25.41,607
502,1,28,dV,54,3.434,0,4,Young,385,428,44,904.8,342.4,895.7,288.4,1.39,182
503,1,28,dV,55,0.903,1,1,Young,986,1007,22,901.4,264.3,951.3,317.9,1.66,118
504,1,28,dV,56,0.778,1,3,Young,52,114,63,863.3,228.1,1159.4,326.7,6.05,267
505,1,28,dV,57,0.683,1,4,Young,197,249,53,1181.1,336.7,922.4,276.4,5.04,304
506,1,28,dV,58,1.429,1,2,Young,582,601,20,897.7,291.9,895.1,290,0.07,55
507,1,28,dV,59,0.736,1,1,Young,685,703,19,892.2,292.6,870,322.8,0.88,77
508,1,28,dV,60,0.647,1,3,Young,210,247,38,854.1,278,887.6,231.8,1.34,256
509,1,28,dV,61,0.9,1,2,Young,35,57,23,830.6,250.6,921,244.9,1.69,144
510,1,28,dV,62,4.145,0,4,Young,223,267,45,905,248,911.1,309.8,1.59,178
511,1,28,dV,63,0.602,1,1,Young,649,666,18,919.5,337.6,931.3,373.9,0.95,88
512,1,28,dV,64,0.893,1,1,Young,244,269,26,882.9,329.6,950.5,278.2,1.82,197
513,1,29,V,49,1.148,1,0,Young,676,691,16,938.6,275.8,926.8,309.8,0.9,65
514,1,29,V,50,1.415,1,0,Young,72,90,19,874.1,275,802.6,274.8,1.33,108
515,1,29,V,51,0.722,1,0,Young,514,523,10,820.9,294.8,830.3,279,0.44,57
516,1,29,V,52,5.36,0,0,Young,26,47,22,406.1,1310,401.1,1389.9,1.53,147
517,1,29,V,53,3.493,0,0,Young,301,405,105,397.8,1378.1,809.5,256.4,25.45,809
518,1,29,V,54,0.749,1,0,Young,707,735,29,808.2,256.6,779.2,248.1,0.58,111
519,1,29,V,55,1.568,1,0,Young,228,249,22,877.9,222.1,920.4,259.2,1.24,109
520,1,29,V,56,0.749,1,0,Young,592,600,9,902.1,265.4,879.1,267.5,0.43,54
521,1,29,V,57,1.172,1,0,Young,-34,25,60,850,74,880.2,249.4,4.56,198
522,1,29,V,58,1.196,0,0,Young,169,217,49,876.9,290.7,982.3,348.9,2.46,245
523,1,29,V,59,0.917,1,0,Young,476,512,37,964.9,366,939.6,367.6,0.47,78
524,1,29,V,60,0.91,0,0,Young,949,967,19,928.2,364.1,958.4,352.2,0.64,77
525,1,29,V,61,0.678,1,0,Young,77,94,18,893.3,231.7,832.7,251.8,1.24,95
526,1,29,V,62,0.747,1,0,Young,381,404,24,847,250.2,912.2,261.1,1.25,125
527,1,29,V,63,0.747,1,0,Young,608,633,26,856.5,240.1,922.4,230.6,1.25,125
528,1,29,V,64,0.952,0,0,Young,61,102,42,833.8,163.5,826.4,86.1,2,118
529,1,30,dA,49,0.78,1,0,Young,218,261,44,818.3,99.3,739.1,141,1.83,230
530,1,30,dA,50,0.892,1,0,Young,-13,3,17,861.3,232.9,815.7,240,0.87,86
531,1,30,dA,51,0.863,1,0,Young,201,237,37,827.8,230.5,869.6,242.2,0.84,168
532,1,30,dA,52,3.276,1,0,Young,935,953,19,894.4,255.9,926.9,275.2,0.78,88
533,1,30,dA,53,0.927,0,0,Young,180,199,20,878.9,279.1,950.6,283.7,1.34,105
534,1,30,dA,54,5.567,0,0,Young,667,679,13,923.3,289.7,960,284.3,0.7,72
535,1,30,dA,55,0.625,1,0,Young,47,109,63,799.3,305.7,714.8,461.3,4.23,216
536,1,30,dA,56,3.218,0,0,Young,270,339,70,702.6,475.8,894.3,241.8,6.9,409
537,1,30,dA,57,1.074,1,0,Young,793,822,30,884.8,247.4,911.8,246.1,0.5,114
538,1,30,dA,58,2.168,1,0,Young,-87,151,239,814.5,230.1,810.5,227.4,0.1,388
539,1,30,dA,59,0.967,1,0,Young,253,280,28,818.5,241.8,884.8,303.8,2.01,202
540,1,30,dA,60,3.057,1,0,Young,169,203,35,794.8,187.9,851.9,277,2.53,283
541,1,30,dA,61,1.638,1,0,Young,541,555,15,866.2,277.2,845.3,247.8,0.85,90
542,1,30,dA,62,0.72,1,0,Young,915,920,6,845.5,260,834.9,257.2,0.21,41
543,1,30,dA,63,5.397,1,0,Young,229,335,107,341.5,1531.5,908.3,386.8,25.75,970
544,1,30,dA,64,1,0,0,Young,527,558,32,918.5,383.1,901.7,323.5,1.55,230
545,1,31,AV,49,0.819,1,0,Young,855,914,60,909.1,316.5,916.2,703,9.53,293
546,1,31,AV,50,1.631,1,0,Young,57,127,71,893.9,338.6,944.4,653.4,7.87,262
547,1,31,AV,51,0.905,1,0,Young,280,352,73,959.4,675.1,920.4,231,11.06,621
548,1,31,AV,52,3.643,0,0,Young,623,723,101,925.3,254.5,937,542.1,7.25,271
549,1,31,AV,53,0.796,1,0,Young,771,826,56,940.3,557.1,915.7,290.5,6.71,446
550,1,31,AV,54,0.875,0,0,Young,383,441,59,851.2,293.9,885.2,479.9,4.74,292
551,1,31,AV,55,0.604,0,0,Young,540,613,74,892.9,499.5,857.8,236.9,6.67,333
552,1,31,AV,56,0.816,1,0,Young,95,130,36,826,306.3,936.8,324.6,2.11,144
553,1,31,AV,57,0.697,1,0,Young,325,349,25,935.6,327.1,825.1,298.6,2.18,187
554,1,31,AV,58,2.612,0,0,Young,785,850,66,847.9,310.9,909.8,425.6,3.13,120
555,1,31,AV,59,0.555,1,0,Young,960,988,29,869.9,418.5,861.4,313.5,2.67,206
556,1,31,AV,60,1.988,1,0,Young,-20,22,43,854.4,249.7,931.8,334.1,2.6,142
557,1,31,AV,61,1.758,1,0,Young,223,272,50,942,332.5,887.6,238.1,2.62,262
558,1,31,AV,62,0.943,1,0,Young,578,606,29,885.5,248.5,871.7,392.2,3.67,219
559,1,31,AV,63,0.639,1,0,Young,761,809,49,874.1,426.6,864.9,327.4,2.52,213
560,1,31,AV,64,0.829,1,0,Young,-3,16,20,806.9,230.4,883,265.3,1.68,151
561,1,32,dAdV,49,0.884,1,2,Young,353,433,81,884.8,262.8,904.6,736.1,11.66,410
562,1,32,dAdV,50,0.559,1,2,Young,531,605,75,912.1,715.2,868.5,276.8,10.85,509
563,1,32,dAdV,51,1.616,1,2,Young,823,864,42,885.5,288.7,903.7,232.3,1.49,267
564,1,32,dAdV,52,0.78,1,3,Young,194,255,62,809,239.1,938.4,349.1,3.7,304
565,1,32,dAdV,53,0.775,1,1,Young,463,518,56,945.4,336.7,903,248.6,2.39,220
566,1,32,dAdV,54,0.731,0,2,Young,715,778,64,900.9,256.9,952.3,439.1,4.73,276
567,1,32,dAdV,55,0.957,0,1,Young,929,977,49,955.6,431.2,935.7,280.7,3.84,355
568,1,32,dAdV,56,0.954,1,1,Young,176,238,63,861.8,499,825,252.3,6.27,511
569,1,32,dAdV,57,2.826,0,3,Young,788,806,19,871.7,285.5,938,275.9,1.26,108
570,1,32,dAdV,58,2.214,0,2,Young,188,234,47,770.1,360.7,906.9,284.1,3.2,243
571,1,32,dAdV,59,1.474,1,1,Young,567,645,79,929.9,275.3,959.6,814.4,13.14,300
572,1,32,dAdV,60,0.94,1,3,Young,742,823,82,961.1,798,927.9,230.8,13.88,576
573,1,32,dAdV,61,4.533,0,4,Young,544,611,68,852.3,284.1,916.8,572.4,7.33,214
574,1,32,dAdV,62,2.118,1,4,Young,719,778,60,925,596.1,895.9,324,6.82,294
575,1,32,dAdV,63,0.615,1,4,Young,239,281,43,965.4,273.2,884,246.9,1.66,164
576,1,32,dAdV,64,0.638,1,3,Young,558,610,53,885.2,248.3,840.3,435.2,4.82,174
577,1,33,dAV,65,0.872,1,0,Young,644,655,12,844.4,472.3,859.4,493.6,0.6,62
578,1,33,dAV,66,0.553,0,0,Young,715,772,58,857.6,482.2,864.9,277.5,5.18,298
579,1,33,dAV,67,0.635,1,0,Young,231,274,44,830,357.4,928.7,321.7,2.05,281
580,1,33,dAV,68,2.436,0,0,Young,647,763,117,951.5,317.9,1009.2,800.7,11.81,304
581,1,33,dAV,69,0.936,1,0,Young,830,907,78,970.1,782.1,936.1,348.5,10.59,534
582,1,33,dAV,70,3.668,1,0,Young,230,277,48,828.6,254.1,851.5,324.4,1.85,212
583,1,33,dAV,71,0.784,1,0,Young,441,466,26,861.9,338.5,777.5,232.1,3.14,250
584,1,33,dAV,72,0.767,1,0,Young,634,702,69,789.3,250.4,889,567.7,8.17,278
585,1,33,dAV,73,0.76,1,0,Young,794,832,39,877.1,619.4,844.9,301.9,7.94,384
586,1,33,dAV,74,1.313,0,0,Young,219,271,53,830.6,258.3,934.7,347.3,2.99,279
587,1,33,dAV,75,3.861,0,0,Young,462,503,42,941.3,370.9,904.7,269.6,2.67,302
588,1,33,dAV,76,1.667,1,0,Young,611,699,89,906.3,285.3,958.1,454.1,4.39,161
589,1,33,dAV,77,4.066,1,0,Young,885,944,60,916.6,490.9,896,294.7,4.97,311
590,1,33,dAV,78,0.666,0,0,Young,325,593,269,840.1,266.5,823.8,300.7,0.93,531
591,1,33,dAV,79,1.809,1,0,Young,-17,153,171,842.6,295.6,809.1,268.2,0.94,264
592,1,33,dAV,80,6.59,0,0,Young,241,295,55,816.8,282.1,961.7,322.7,2.89,235
593,1,34,dV,65,3.502,0,3,Young,533,592,60,969.8,337.3,1007.4,675.3,8.39,405
594,1,34,dV,66,1.276,0,2,Young,680,756,77,1004.6,671.2,996.4,332.5,8.39,516
595,1,34,dV,67,0.733,1,2,Young,967,1010,44,999.4,318.9,998.3,244.8,1.9,206
596,1,34,dV,68,0.664,0,3,Young,71,106,36,773.4,238.7,764.6,164.4,1.92,114
597,1,34,dV,69,0.866,1,4,Young,217,264,48,762,168.9,944.7,274.1,4.35,364
598,1,34,dV,70,0.953,1,1,Young,659,705,47,997.4,261.8,968.8,426.1,4.21,186
599,1,34,dV,71,0.981,1,1,Young,822,869,48,973.8,430.4,991.2,291.5,3.54,301
600,1,34,dV,72,0.959,1,1,Young,120,232,113,796.5,232.6,972.2,359.7,4.61,498
601,1,34,dV,73,0.792,0,3,Young,323,349,27,969.2,356.9,865.9,250,3.34,238
602,1,34,dV,74,1.193,1,4,Young,598,638,41,865.7,239.1,840.6,350.6,2.89,196
603,1,34,dV,75,0.945,1,3,Young,786,837,52,840.7,348.6,851.8,266.2,2.11,190
604,1,34,dV,76,1.058,1,1,Young,903,1216,314,847.7,263.5,838.6,351.4,2.25,530
605,1,34,dV,77,0.596,1,3,Young,211,294,84,307.8,1398.2,872.7,369.7,24.16,803
606,1,34,dV,78,0.74,1,4,Young,384,437,54,887.2,347.9,886.4,215.6,3.39,357
607,1,34,dV,79,0.795,1,2,Young,742,788,47,891,229,884.2,317.2,2.26,188
608,1,34,dV,80,1.088,1,3,Young,83,111,29,892.5,359.3,825.2,241.5,3.26,264
609,1,35,AdV,65,0.714,0,3,Young,393,451,59,829.3,251.8,903.6,422.8,4.56,321
610,1,35,AdV,66,1.452,1,2,Young,618,670,53,902.6,426.5,856.8,271,4.04,394
611,1,35,AdV,67,0.781,1,2,Young,877,922,46,863.6,268.2,880,431.4,4.16,247
612,1,35,AdV,68,0.827,1,1,Young,974,1190,217,883.7,413,874.8,324.7,2.25,381
613,1,35,AdV,69,0.61,1,3,Young,433,456,24,817.6,271.1,902.1,333.7,2.24,169
614,1,35,AdV,70,3.774,0,1,Young,575,617,43,908.1,353.3,923.7,508.1,3.9,159
615,1,35,AdV,71,0.585,1,1,Young,644,690,47,888.2,545.2,884,417.9,3.18,160
616,1,35,AdV,72,1.826,1,1,Young,771,1033,263,880,425.9,877.4,300.7,3.18,324
617,1,35,AdV,73,1.263,0,4,Young,61,248,188,781.9,274.2,859.9,366.4,2.76,532
618,1,35,AdV,74,1.258,1,4,Young,825,846,22,853.2,345.5,800.7,293.4,1.65,130
619,1,35,AdV,75,0.495,1,1,Young,211,259,49,887.5,247.8,973.9,292.6,1.98,251
