,Participant,Block,Condition,Trial,RT,Correct,Orientation,Agegr,Sacstart,Sacend,Sacduration,Xstart,Ystart,Xend,Yend,Amplitude,Velocity
13887,17,34,dV,79,1.351,0,3,Young,657,692,36,809,448.1,652.5,540.6,3.67,196
13888,17,34,dV,80,1.04,1,4,Young,454,504,51,856.7,226.9,843.3,512.9,7.23,229
13889,17,35,AdV,65,5.436,0,1,Young,703,753,51,850.5,518.1,868.4,295.5,5.62,194
13890,17,35,AdV,66,6.662,1,3,Young,829,854,26,878.1,317.7,865.4,234.9,2.13,150
13891,17,35,AdV,67,2.539,1,2,Young,183,217,35,817.2,439.9,841.7,221.5,5.57,298
13892,17,35,AdV,68,2.396,0,3,Young,404,488,85,869.3,229,837.3,764.5,13.15,339
13893,17,35,AdV,69,2.725,1,3,Young,644,708,65,844.2,695.5,824.6,297.6,9.84,305
13894,17,35,AdV,70,2.292,1,2,Young,943,997,55,840.1,213.6,791.7,626.3,10.36,296
13895,17,35,AdV,71,4.476,1,2,Young,168,201,34,810.5,271.6,1037.7,274.3,4.23,253
13896,17,35,AdV,72,2.19,1,3,Young,423,543,121,1026.2,257.5,1000.8,1177.1,21.05,441
13897,17,35,AdV,73,5.11,0,1,Young,601,678,78,989.5,1094.3,934.6,721.3,8.43,166
13898,17,35,AdV,74,1.668,1,4,Young,888,941,54,949.4,635.2,1008.5,308.5,8.21,280
13899,17,35,AdV,75,1.21,1,4,Young,280,311,32,841,385.4,930,219.5,4.55,299
13900,17,35,AdV,76,1.197,1,4,Young,469,843,375,957.8,229.2,988,296.1,1.81,499
13901,17,35,AdV,77,1.387,0,3,Young,276,334,59,835.8,257.3,922.2,640.2,9.67,265
13902,17,35,AdV,78,5.259,1,2,Young,475,518,44,934.4,647.2,856.4,228.4,10.54,447
13903,17,35,AdV,79,2.38,1,3,Young,753,850,98,887.8,190.8,887.9,780.8,14.48,320
13904,17,35,AdV,80,1.31,1,4,Young,995,1069,75,902.5,755.8,859.8,280.9,11.69,291
13905,17,36,dA,65,3.814,0,0,Young,359,430,72,880.9,234.7,873.6,843,14.77,320
13906,17,36,dA,66,1.213,0,0,Young,462,466,5,879,818.6,868.7,807.3,0.32,62
13907,17,36,dA,67,2.136,1,0,Young,699,759,61,888.6,627.7,871.7,171.5,11.42,367
13908,17,36,dA,68,3.431,0,0,Young,19,57,39,857.6,377.6,849.2,537.7,4.02,175
13909,17,36,dA,69,9.468,0,0,Young,588,627,40,852.1,511.1,830.2,242.6,6.79,285
13910,17,36,dA,70,5.592,1,0,Young,857,916,60,844.3,236.6,778.4,689.1,11.28,282
13911,17,36,dA,71,1.328,1,0,Young,194,212,19,872,213.9,935,203.7,1.21,110
13912,17,36,dA,72,2.171,0,0,Young,547,777,231,925.4,213.7,909.3,244.6,0.85,778
13913,17,36,dA,73,9.066,0,0,Young,173,198,26,851.1,232.9,918.7,263.3,1.48,120
13914,17,36,dA,74,3.262,1,0,Young,953,968,16,914.6,276.3,886.6,251.3,0.83,87
13915,17,36,dA,75,1.635,1,0,Young,208,238,31,769.9,347,919.8,247,3.78,239
13916,17,36,dA,76,5.874,1,0,Young,3,20,18,815.4,264.1,868.4,241.6,1.14,107
13917,17,36,dA,77,7.798,0,0,Young,377,400,24,881.3,245.2,902.2,306.9,1.63,119
13918,17,36,dA,78,8.895,0,0,Young,253,273,21,864.7,224.8,820.6,262,1.26,87
13919,17,36,dA,79,6.174,1,0,Young,705,895,191,844.9,263.5,820.1,306.6,1.2,685
13920,17,36,dA,80,2.975,1,0,Young,548,562,15,878.4,216.3,898.5,255.9,1.09,95
13921,17,37,A,65,6.25,1,0,Young,176,197,22,806.4,245.3,863.1,207,1.45,106
13922,17,37,A,66,2.419,1,0,Young,513,530,18,860.8,220.6,864.1,270.3,1.28,119
13923,17,37,A,67,2.427,0,0,Young,-96,253,350,274.6,1530.7,801.3,306.8,27.12,462
13924,17,37,A,68,2.564,0,0,Young,315,338,24,811.2,301.4,933.1,249.2,2.64,209
13925,17,37,A,69,14.573,0,0,Young,814,824,11,964.6,239.3,929.7,235.5,0.66,72
13926,17,37,A,70,4.128,1,0,Young,166,182,17,842,258.2,900.8,234.4,1.25,106
13927,17,37,A,71,3.602,1,0,Young,534,551,18,917.7,242.2,912.9,201.4,1.05,76
13928,17,37,A,72,1.73,0,0,Young,954,968,15,890.6,193.2,913.8,221.2,0.84,70
13929,17,37,A,73,6.421,0,0,Young,204,218,15,838.7,274.6,875.1,241.9,1.08,93
13930,17,37,A,74,2.426,1,0,Young,404,494,91,248.2,1577.9,810.9,343,27.21,550
13931,17,37,A,75,2.909,1,0,Young,682,708,27,843.2,350.4,868,239.5,2.87,217
13932,17,37,A,76,2.017,1,0,Young,958,1115,158,871.6,242.9,890.6,232,0.45,706
13933,17,37,A,77,7.273,1,0,Young,-74,185,260,804.5,296,832.1,298,0.52,622
13934,17,37,A,78,1.735,0,0,Young,288,310,23,841.4,277,927.3,272.6,1.61,113
13935,17,37,A,79,1.903,0,0,Young,170,194,25,866.2,220.2,990.6,219.1,2.32,169
13936,17,37,A,80,1.119,1,0,Young,518,531,14,971.5,209.5,946.4,238.6,0.88,87
13937,17,38,dAdV,65,3.048,1,2,Young,0,22,23,856.8,193.9,820.7,230.9,1.17,92
13938,17,38,dAdV,66,2.408,1,1,Young,214,232,19,817.2,231.6,868,193.4,1.37,120
13939,17,38,dAdV,67,2.493,0,2,Young,575,589,15,873.7,203.5,870.3,234.9,0.81,56
13940,17,38,dAdV,68,1.387,1,3,Young,222,245,24,844.8,230.6,906.9,197,1.45,115
13941,17,38,dAdV,69,1.842,1,4,Young,564,588,25,904.7,233.8,883,295,1.62,121
13942,17,38,dAdV,70,9.298,0,3,Young,386,396,11,886.8,212.3,894.4,230.4,0.49,47
13943,17,38,dAdV,71,4.212,1,2,Young,285,301,17,840,234,867.9,202.9,0.96,76
13944,17,38,dAdV,72,1.563,1,2,Young,719,730,12,882.8,205.1,911.1,214.6,0.58,59
13945,17,38,dAdV,73,2.256,1,1,Young,993,1202,210,920.9,228,904.2,285.8,1.52,724
13946,17,38,dAdV,74,2.161,0,3,Young,87,349,263,866.5,262.3,883.2,266.6,0.33,907
13947,17,38,dAdV,75,3.637,0,4,Young,529,548,20,897.4,278.5,878.4,218.3,1.59,119
13948,17,38,dAdV,76,7.942,0,2,Young,867,889,23,872.2,206.5,903.6,253.9,1.35,85
13949,17,38,dAdV,77,1.429,0,3,Young,154,182,29,857.6,241.2,1040.3,225.8,3.43,229
13950,17,38,dAdV,78,1.412,1,1,Young,438,457,20,1014.2,218.5,941.7,224.3,1.36,118
13951,17,38,dAdV,79,3.222,0,1,Young,377,394,18,880.2,289.6,908.3,317.4,0.88,67
13952,17,38,dAdV,80,3.546,0,4,Young,855,1050,196,897.2,322.4,846.9,354.1,1.23,722
13953,17,39,V,65,1.499,1,0,Young,31,50,20,824.9,233.7,906.7,229.9,1.53,120
13954,17,39,V,66,1.537,1,0,Young,405,419,15,912.5,234.8,882.6,203.6,0.98,82
13955,17,39,V,67,1.349,1,0,Young,170,184,15,847.7,232,878.3,203.3,0.93,75
13956,17,39,V,68,2.549,1,0,Young,154,240,87,276.8,1450.6,729,367.6,24.28,614
13957,17,39,V,69,1.555,1,0,Young,345,375,31,759.7,356.5,890.8,216.8,4.32,281
13958,17,39,V,70,2.628,0,0,Young,727,732,6,921.9,225.2,934.8,215,0.36,55
13959,17,39,V,71,6.583,1,0,Young,146,177,32,801.9,281.5,1028.6,278.2,4.22,231
13960,17,39,V,72,3.542,1,0,Young,831,838,8,1018,274.9,1025.2,261.6,0.37,66
13961,17,39,V,73,4.934,1,0,Young,95,114,20,831.2,235.6,894.3,264.8,1.4,92
13962,17,39,V,74,2.787,1,0,Young,621,651,31,896.1,320.2,897.1,423.7,2.62,156
13963,17,39,V,75,2.094,1,0,Young,-26,7,34,870.7,346,817.3,244.7,2.77,170
13964,17,39,V,76,3.845,0,0,Young,951,1188,238,839,264.4,813.2,326.4,1.66,812
13965,17,39,V,77,2.517,1,0,Young,409,429,21,838.6,271.2,760.3,240.5,1.66,120
13966,17,39,V,78,1.626,1,0,Young,715,931,217,778.2,249.3,809.9,366.3,3.04,779
13967,17,39,V,79,5.731,0,0,Young,156,181,26,824.1,267.8,909,226.4,1.91,136
13968,17,39,V,80,2.374,1,0,Young,471,494,24,904.2,234.9,859.4,277.4,1.37,82
13969,17,40,AV,65,3.415,1,0,Young,183,203,21,865.6,261,943.1,250.8,1.47,130
13970,17,40,AV,66,3.02,1,0,Young,256,285,30,876.3,230.9,727.4,170.3,3.18,203
13971,17,40,AV,67,1.328,1,0,Young,166,197,32,914.2,393.7,1021.9,307.9,2.96,159
13972,17,40,AV,68,2.28,0,0,Young,369,390,22,1019.6,312.8,1002.9,250.6,1.62,140
13973,17,40,AV,69,2.045,1,0,Young,970,986,17,1003.3,260.6,1005.8,303.9,1.11,112
13974,17,40,AV,70,2.402,1,0,Young,449,467,19,872.4,258.7,809.2,237.4,1.3,115
13975,17,40,AV,71,1.724,1,0,Young,420,501,82,935.8,361.9,964.4,994.2,14.92,365
13976,17,40,AV,72,1.898,1,0,Young,640,732,93,960.4,887.8,926,311.5,13.88,374
13977,17,40,AV,73,1.665,0,0,Young,924,995,72,947.7,212.8,928.5,690.7,11.86,276
13978,17,40,AV,74,2.615,0,0,Young,387,433,47,856,412.4,904.2,719.2,7.56,260
13979,17,40,AV,75,2.625,1,0,Young,655,675,21,919,711.7,865.7,716,0.96,72
13980,17,40,AV,76,3.023,1,0,Young,841,913,73,884.1,699.6,848.6,252.5,11.09,325
13981,17,40,AV,77,2.336,1,0,Young,658,700,43,1367.4,32.3,946.2,178.5,8.67,374
13982,17,40,AV,78,5.243,0,0,Young,938,988,51,952,180.5,1453.6,47.3,9.88,324
13983,17,40,AV,79,4.758,0,0,Young,507,546,40,1370.8,61.3,991.9,210.5,8.01,407
13984,17,40,AV,80,1.16,1,0,Young,786,833,48,1000.5,207.6,1428.7,64.6,8.73,314
13985,17,41,dV,81,7.073,0,3,Young,390,442,53,837.8,240.1,895.5,493,6.49,235
13986,17,41,dV,82,13.309,0,4,Young,526,589,64,902.9,494.5,1418.5,164.2,12.61,356
13987,17,41,dV,83,3.425,1,2,Young,636,680,45,1427,94.8,916.8,253.1,10.27,429
13988,17,41,dV,84,4.904,0,1,Young,947,999,53,920.7,251.9,1428.7,89.9,10.27,337
13989,17,41,dV,85,5.333,1,1,Young,230,264,35,823.1,272.1,875.4,419.1,3.86,176
13990,17,41,dV,86,1.999,0,2,Young,407,440,34,884,409.9,847.8,175.4,6.02,342
13991,17,41,dV,87,1.619,1,1,Young,789,814,26,859.7,177.9,899,265.3,2.36,128
13992,17,41,dV,88,1.716,1,3,Young,519,528,10,909.5,411.1,888.4,428.4,0.59,66
13993,17,41,dV,89,1.299,1,2,Young,803,822,20,896.4,447,856.8,498,1.47,103
13994,17,41,dV,90,1.257,1,1,Young,-27,272,300,835,404.7,865.1,646.8,6,844
13995,17,41,dV,91,1.967,0,2,Young,396,450,55,887.9,419.4,1307.2,69.7,11.8,418
13996,17,41,dV,92,3.386,1,1,Young,610,637,28,1314.5,116.9,1457.8,23.1,3.56,216
13997,17,41,dV,93,5.901,0,1,Young,520,576,57,834.8,259.8,881.4,513,6.44,181
13998,17,41,dV,94,1.241,1,4,Young,814,853,40,880.7,576.1,784.1,348.6,5.96,231
13999,17,41,dV,95,1.805,1,2,Young,216,259,44,823.7,261.9,885.2,509.3,6.35,264
14000,17,41,dV,96,2.997,0,3,Young,434,467,34,885.2,495.2,844.6,233.9,6.66,393
14001,17,42,dA,81,20.685,0,0,Young,701,757,57,862.3,235.4,864.6,578.5,8.61,263
14002,17,42,dA,82,8.476,0,0,Young,325,398,74,836.3,222.4,806,839.1,15,422
14003,17,42,dA,83,1.943,0,0,Young,762,870,109,787.7,876.6,840.6,406.1,11.31,316
14004,17,42,dA,84,9.913,1,0,Young,274,299,26,827.9,242.9,702.1,176.2,2.9,218
14005,17,42,dA,85,14.339,0,0,Young,436,503,68,701.1,184.7,737.5,726.3,13.37,394
14006,17,42,dA,86,2.981,0,0,Young,713,721,9,776.4,708.7,781.7,724.5,0.39,53
14007,17,42,dA,87,6.574,1,0,Young,806,883,78,783.8,785.1,815.6,320,11.36,237
14008,17,42,dA,88,4.148,0,0,Young,89,139,51,913.1,444.1,1060.4,192.2,6.97,242
14009,17,42,dA,89,6.044,1,0,Young,326,369,44,1070.8,196.5,1433.1,75.5,7.38,299
14010,17,42,dA,90,4.243,0,0,Young,179,195,17,842.9,281.7,870.6,246.5,1.04,90
14011,17,42,dA,91,2.317,1,0,Young,-11,0,12,814.1,236.5,850.3,229,0.7,69
14012,17,42,dA,92,3.222,1,0,Young,927,938,12,854.1,258.6,886.7,249.1,0.66,57
14013,17,42,dA,93,5.208,1,0,Young,165,192,28,816.8,374.3,868.6,254.3,3.21,208
14014,17,42,dA,94,5.967,0,0,Young,550,762,213,890.4,247.4,875.9,267.1,0.57,800
14015,17,42,dA,95,8.952,0,0,Young,149,172,24,833.2,233.3,994.5,228.1,3.02,214
14016,17,42,dA,96,7.655,1,0,Young,828,838,11,976.4,229.2,947.5,237.9,0.58,61
14017,17,43,dAV,81,1.051,0,0,Young,182,209,28,873.4,312.2,895.2,213.3,2.57,176
14018,17,43,dAV,82,2.651,0,0,Young,955,970,16,882.4,197.3,832.1,185.8,0.98,91
14019,17,43,dAV,83,3.294,1,0,Young,151,195,45,806.3,277.3,1053.3,208.6,4.93,289
14020,17,43,dAV,84,1.275,1,0,Young,383,403,21,1050,194.3,966.9,214.8,1.64,147
14021,17,43,dAV,85,7.218,1,0,Young,145,173,29,857.6,223.1,1026.4,235.6,3.17,211
14022,17,43,dAV,86,6.279,1,0,Young,504,524,21,1036.7,223.7,1027.3,267.6,1.14,84
14023,17,43,dAV,87,6.456,1,0,Young,917,922,6,1027.8,270.1,1011.9,271.5,0.3,61
14024,17,43,dAV,88,7.955,1,0,Young,212,225,14,285.3,1438.1,268.8,1413.5,0.52,59
14025,17,43,dAV,89,1.496,1,0,Young,313,395,83,268.8,1432.4,824.7,301.9,26,599
14026,17,43,dAV,90,4.365,1,0,Young,656,676,21,868.9,293,872.7,224.2,1.77,157
14027,17,43,dAV,91,1.318,1,0,Young,148,180,33,829.1,371.7,1043.8,236,5.29,315
14028,17,43,dAV,92,1.123,1,0,Young,740,748,9,1046.8,243.8,1057,231,0.38,46
14029,17,43,dAV,93,7.428,1,0,Young,-10,9,20,862.4,208.7,928.8,230.6,1.36,94
14030,17,43,dAV,94,3.449,1,0,Young,230,250,21,922.6,239.3,847.3,224.3,1.46,117
14031,17,43,dAV,95,1.258,1,0,Young,162,180,19,817.2,272.2,876.3,228.4,1.57,130
14032,17,43,dAV,96,2.686,1,0,Young,154,181,28,837.6,271.1,1010.8,220.5,3.48,245
14033,17,44,dAdV,81,6.651,0,2,Young,418,438,21,988.8,208.6,915.2,216.8,1.39,118
14034,17,44,dAdV,82,2.157,1,4,Young,85,106,22,897.9,287.7,818.3,250.6,1.76,131
14035,17,44,dAdV,83,5.992,0,1,Young,450,467,18,837.9,231.1,784,242.1,1.04,94
14036,17,44,dAdV,84,1.574,1,4,Young,749,769,21,818.6,244.1,852.1,265.8,0.84,65
14037,17,44,dAdV,85,1.557,1,3,Young,157,186,30,837.4,233.2,985.2,268.2,2.9,189
14038,17,44,dAdV,86,1.379,1,2,Young,279,309,31,807.9,223.2,880.5,294.6,2.28,125
14039,17,44,dAdV,87,7.08,1,1,Young,623,911,289,889.4,292.3,904.2,364.5,1.86,1340
14040,17,44,dAdV,88,8.015,1,4,Young,862,884,23,1242.3,84.3,1331.4,55,1.81,105
14041,17,44,dAdV,89,3.572,1,3,Young,883,930,48,1437.3,79.5,906.1,252.9,10.77,413
14042,17,44,dAdV,90,1.352,1,3,Young,186,218,33,808.2,236.2,983.8,301.1,3.67,218
14043,17,44,dAdV,91,2.313,1,1,Young,494,557,64,977.4,296.5,1702.3,70.2,14.35,321
14044,17,44,dAdV,92,9.138,0,3,Young,223,253,31,847.9,302.4,855,192.8,2.82,166
14045,17,44,dAdV,93,1.372,1,4,Young,450,545,96,858.4,189.1,1304.6,849.9,17.91,369
14046,17,44,dAdV,94,3.898,1,2,Young,875,923,49,1282,860.4,1308,883.6,0.69,70
14047,17,44,dAdV,95,4.347,1,2,Young,957,1052,96,1297.6,881,932.2,284,15.8,347
14048,17,44,dAdV,96,4.234,1,1,Young,341,389,49,1100.1,191.1,1515.7,147,7.72,268
14049,17,45,AdV,81,13.304,1,3,Young,106,151,46,868.2,307.8,1318.2,181.9,8.94,326
14050,17,45,AdV,82,1.131,0,2,Young,275,313,39,1335,189.3,989.7,198.2,6.41,343
14051,17,45,AdV,83,1.966,0,1,Young,492,544,53,1021.9,185.6,1553.4,77.7,10.14,346
14052,17,45,AdV,84,1.368,1,4,Young,343,397,55,860.6,334.9,984.8,747.6,10.38,268
14053,17,45,AdV,85,8.058,0,3,Young,586,646,61,980.2,773.3,847.3,272.3,12.52,373
14054,17,45,AdV,86,1.491,1,1,Young,855,929,75,863.3,260.8,871,649.7,9.68,212
14055,17,45,AdV,87,3.068,1,4,Young,221,258,38,850.6,386.9,837.6,168,5.6,339
14056,17,45,AdV,88,3.61,1,3,Young,431,501,71,843.4,192.1,1664.2,22.3,15.58,340
14057,17,45,AdV,89,3.67,1,1,Young,951,1005,55,1663.1,28.8,872.7,205.1,15.1,528
14058,17,45,AdV,90,9.953,1,1,Young,307,377,71,847.2,301.2,1781.7,2.8,18.44,456
14059,17,45,AdV,91,5.86,0,3,Young,588,651,64,1790.7,-2.9,924.9,186.6,16.35,539
14060,17,45,AdV,92,2.918,1,2,Young,902,967,66,919.3,192.3,1734.4,48.4,15.23,370
14061,17,45,AdV,93,2.971,0,2,Young,179,207,29,823.1,216.3,970.9,261.8,2.99,191
14062,17,45,AdV,94,1.39,1,2,Young,437,516,80,973.3,246.8,1800.8,15.6,16.02,368
14063,17,45,AdV,95,8.274,1,2,Young,690,740,51,1829.3,-8.5,1021.8,159.8,15.14,547
14064,17,45,AdV,96,1.797,1,4,Young,973,1040,68,1040.2,164.2,1807.2,-11.5,14.52,348
14065,17,46,AV,81,1.236,1,0,Young,97,101,5,843.9,317.1,843.3,325.2,0.21,49
14066,17,46,AV,82,1.269,0,0,Young,188,214,27,854.9,345.5,942.2,226.5,3.45,234
14067,17,46,AV,83,1.888,0,0,Young,442,500,59,942.3,233.5,1616.8,127.1,12.63,340
14068,17,46,AV,84,3.612,1,0,Young,1000,1057,58,1629.4,123.4,888.6,207.8,13.7,420
14069,17,46,AV,85,11.899,1,0,Young,530,561,32,806,260.1,883.8,119.8,3.89,177
14070,17,46,AV,86,1.536,1,0,Young,653,720,68,939.1,132,1624.8,128.9,12.55,306
14071,17,46,AV,87,1.765,1,0,Young,961,1014,54,1667.3,145.3,855.3,200.1,14.86,497
14072,17,46,AV,88,2.99,0,0,Young,165,198,34,794.9,379.7,954.3,175.8,6,312
14073,17,46,AV,89,7.365,0,0,Young,471,548,78,961.3,179.2,935.3,753.8,14.18,370
14074,17,46,AV,90,4.327,0,0,Young,439,461,23,828.6,242.3,931.2,203.2,2.16,156
14075,17,46,AV,91,13.661,0,0,Young,561,619,59,955.2,187.8,1591.6,160,11.68,304
14076,17,46,AV,92,1.357,1,0,Young,82,136,55,1662.8,118.1,912.1,230,13.98,444
14077,17,46,AV,93,1.102,1,0,Young,274,298,25,938.7,228.6,827.7,240.8,2.1,168
14078,17,46,AV,94,2.188,0,0,Young,449,505,57,835.2,242.3,1575.9,94.2,14.08,374
14079,17,46,AV,95,9.461,1,0,Young,970,1023,54,1621.2,97.1,812.6,291.8,15.55,522
14080,17,46,AV,96,1.539,1,0,Young,222,254,33,846.1,324.1,991.9,206.2,4.07,228
14081,17,47,A,81,7.7,1,0,Young,514,562,49,965.3,218.2,1027.2,492.7,7.05,244
14082,17,47,A,82,2.587,0,0,Young,785,834,50,1039.8,559.3,942.6,350.9,5.52,190
14083,17,47,A,83,1.369,1,0,Young,78,99,22,1333.1,88.2,1414.8,62.1,1.64,108
14084,17,47,A,84,6.15,0,0,Young,126,441,316,857.9,472.1,841.4,653.9,4.48,743
14085,17,47,A,85,2.189,0,0,Young,688,736,49,870.2,351.6,948.4,574.5,5.76,227
14086,17,47,A,86,1.065,1,0,Young,-79,306,386,831.6,434.4,767.9,620.9,4.75,611
14087,17,47,A,87,5.967,1,0,Young,914,947,34,803.8,528.8,801.8,533.2,0.11,101
14088,17,47,A,88,21.29,0,0,Young,30,252,223,889.8,428.8,866.3,518.9,2.29,583
14089,17,47,A,89,4.744,1,0,Young,540,812,273,879.9,450.2,881.7,556.6,2.65,673
14090,17,47,A,90,2.014,1,0,Young,384,426,43,866.7,566.7,940.7,754.8,4.72,173
14091,17,47,A,91,3.205,1,0,Young,677,725,49,947.4,753.8,826.1,460.2,7.47,248
14092,17,47,A,92,12.742,1,0,Young,965,1013,49,862.3,366.4,852,521.2,3.89,154
14093,17,47,A,93,3.78,0,0,Young,412,450,39,947.7,463.6,1053.8,644.4,4.86,190
14094,17,47,A,94,2.172,1,0,Young,218,245,28,812.6,299.6,846.2,208.2,2.43,146
14095,17,47,A,95,13.682,0,0,Young,368,479,112,847.2,240.6,992.1,1484,26.71,626
14096,17,47,A,96,1.431,0,0,Young,568,667,100,959.1,1275.8,845.9,429.5,18.91,339
14097,17,48,V,81,1.68,1,0,Young,876,1023,148,847.2,347.8,907,1296.1,21.1,422
14098,17,48,V,82,2.92,0,0,Young,774,785,12,892.7,233.3,860.5,229.6,0.61,65
14099,17,48,V,83,1.68,1,0,Young,159,184,26,842,240.1,956.5,228.5,2.16,145
14100,17,48,V,84,4.023,1,0,Young,173,195,23,856.5,243,946.1,244.5,1.67,111
14101,17,48,V,85,3.611,1,0,Young,538,548,11,939.4,250.1,958.6,224.1,0.76,74
14102,17,48,V,86,8.612,0,0,Young,922,939,18,947.6,226,885.7,231.5,1.16,82
14103,17,48,V,87,10.46,0,0,Young,960,972,13,853,230,808.4,225.9,0.84,76
14104,17,48,V,88,2.747,0,0,Young,84,103,20,829.9,247.7,893.7,268.4,1.3,86
14105,17,48,V,89,3.273,1,0,Young,154,182,29,884.8,273.9,1061.3,268.2,3.29,228
14106,17,48,V,90,1.921,1,0,Young,179,213,35,870.4,264.6,928.7,232.3,1.37,96
14107,17,48,V,91,5.256,1,0,Young,902,914,13,902.1,247.6,862.2,232.3,0.84,83
14108,17,48,V,92,8.069,0,0,Young,159,179,21,863.4,249,926.9,206.8,1.61,142
14109,17,48,V,93,1.626,1,0,Young,882,916,35,927.3,227.6,917.9,272.6,1.17,92
14110,17,48,V,94,2.179,1,0,Young,349,364,16,836.8,276,883.4,286.3,0.91,71
14111,17,48,V,95,3.077,1,0,Young,164,183,20,866.8,235.2,935.1,212.8,1.4,116
14112,17,48,V,96,3.458,0,0,Young,222,249,28,891.6,286.1,872.2,183.3,2.67,195
14177,18,1,dA,1,13.468,1,0,Young,6,26,21,825.3,410.5,886,367.8,1.56,100
14178,18,1,dA,2,8.788,0,0,Young,246,271,26,903.1,363.8,972.6,256.8,3.02,224
14179,18,1,dA,3,1.173,1,0,Young,684,705,22,969.6,269.5,1004.3,299.6,1.01,84
14180,18,1,dA,4,3.664,0,0,Young,-45,91,137,838.3,223.2,2817.6,1218.2,36.96,552
14181,18,1,dA,5,7.978,0,0,Young,575,636,62,2970.4,1256.9,3270,975.8,6.09,217
14182,18,1,dA,6,2.426,1,0,Young,903,1058,156,3270,983.6,899.6,353.7,34.78,854
14183,18,1,dA,7,3.789,0,0,Young,158,186,29,856.5,211.9,1035.8,183.3,3.43,245
14184,18,1,dA,8,1.307,0,0,Young,764,779,16,978.2,187,943.3,216.1,0.99,79
14185,18,1,dA,9,10.432,0,0,Young,231,251,21,846.4,236.5,850.2,294.6,1.49,119
14186,18,1,dA,10,3.346,0,0,Young,945,1142,198,840.9,307.4,816.7,312.5,0.47,723
14187,18,1,dA,11,4.725,0,0,Young,287,456,170,883.9,348.3,922.5,261.4,2.33,835
14188,18,1,dA,12,11.328,0,0,Young,639,651,13,933.9,224.4,966.6,206.9,0.76,72
14189,18,1,dA,13,2.246,0,0,Young,157,178,22,854.2,210.6,937.3,235.8,1.68,117
14190,18,1,dA,14,5.645,0,0,Young,394,409,16,936.9,238.4,883.9,239.5,0.99,79
14191,18,1,dA,15,5.33,0,0,Young,839,857,19,920,217.2,944.3,248.6,0.93,71
14192,18,1,dA,16,6.049,0,0,Young,315,336,22,885,199.3,849.5,250.5,1.48,117
14193,18,2,dAdV,1,7.285,0,1,Young,971,1267,297,840.4,295.2,820.2,550.9,6.43,376
14194,18,2,dAdV,2,1.712,0,2,Young,370,394,25,850.6,284.2,883.3,354.4,1.89,148
14195,18,2,dAdV,3,3.113,0,1,Young,189,204,16,844,234.4,893.2,237.6,0.92,85
14196,18,2,dAdV,4,7.237,0,4,Young,653,675,23,899.3,239.4,891.2,288.9,1.28,89
14197,18,2,dAdV,5,2.496,1,1,Young,440,462,23,895,283.1,930.9,313.2,1.02,70
14198,18,2,dAdV,6,1.684,1,1,Young,35,375,341,266.2,1492.3,869.8,384.5,25.43,443
14199,18,2,dAdV,7,6.125,1,2,Young,243,274,32,828,301.2,1065.5,225.9,4.83,304
14200,18,2,dAdV,8,6.276,1,3,Young,137,206,70,1701.9,404.5,961,252.9,13.92,556
14201,18,2,dAdV,9,2.491,1,3,Young,595,611,17,975,252.7,922.5,235.7,1.07,91
14202,18,2,dAdV,10,1.183,1,4,Young,922,940,19,912.5,229.7,955.4,250.8,0.97,62
14203,18,2,dAdV,11,1.895,1,3,Young,152,179,28,862.7,278,1015.3,260.3,2.88,185
14204,18,2,dAdV,12,3.733,1,2,Young,699,708,10,987.5,253.2,957,258.8,0.59,69
14205,18,2,dAdV,13,1.841,1,4,Young,178,192,15,855.3,237.5,905,215.8,1.08,88
14206,18,2,dAdV,14,4.554,0,1,Young,727,739,13,901.8,199,867.7,192.7,0.66,60
14207,18,2,dAdV,15,6.193,1,2,Young,181,215,35,838.3,448,996.4,279.3,5.19,341
14208,18,2,dAdV,16,1.523,1,4,Young,169,186,18,847.8,275.3,867.2,225.5,1.33,113
14209,18,3,dV,1,8.006,0,4,Young,475,483,9,868.5,223.1,856.1,208.2,0.45,57
14210,18,3,dV,2,3.919,0,4,Young,155,181,27,847.3,228.7,985.8,218.9,2.6,166
14211,18,3,dV,3,2.798,1,2,Young,431,454,24,982.9,209.8,951.6,273.6,1.74,132
14212,18,3,dV,4,5.488,0,3,Young,177,189,13,860.5,251.1,901.6,242.1,0.8,65
14213,18,3,dV,5,1.453,1,1,Young,160,190,31,872.3,206.7,1023.1,204.2,2.82,148
14214,18,3,dV,6,1.923,1,2,Young,-6,307,314,754.3,335.9,744.3,340.6,0.22,42
14215,18,3,dV,7,1.746,1,3,Young,329,391,63,757.5,440.8,771.8,674,5.72,391
14216,18,3,dV,8,2.647,1,2,Young,503,544,42,779.1,683.2,790,277.9,10.03,431
14217,18,3,dV,9,1.164,1,1,Young,756,817,62,801.6,287.4,815.6,810.8,12.74,418
14218,18,3,dV,10,2.159,1,1,Young,401,420,20,786.7,414.9,870.3,397.3,1.61,141
14219,18,3,dV,11,1.571,0,3,Young,985,1015,31,841.5,395.1,809.3,243.7,3.91,282
14220,18,3,dV,12,11.307,1,3,Young,409,471,63,790,290.7,856.6,664.1,9.35,381
14221,18,3,dV,13,2.87,0,3,Young,618,666,49,857.2,646.3,800.1,226,10.52,390
14222,18,3,dV,14,8.647,0,2,Young,989,1042,54,821,232.8,847,654.9,10.52,422
